bdsk-url-1,year,volume,url,title,pages,number,journal,isbn,id,doi,date-modified,date-added,date,author,Type of product,ID,publisher,bdsk-url-2,note,keywords,eprint,abstract,issn,urldate,month,language,booktitle,volumne,version,editor,edition,copyright,author+an,address,pmid,type
https://www.nature.com/articles/s43247-023-00967-3,2023,4,https://www.nature.com/articles/s43247-023-00967-3,"Influence of reef isostasy, dynamic topography, and glacial isostatic adjustment on sea-level records in {Northeastern} {Australia}",328,1,Communications Earth \& Environment,,,10.1038/s43247-023-00967-3,,,,"{\textbf{Rovere}}, Alessio and Pico, Tamara and Richards, Fred and O'Leary, Michael J. and Mitrovica, Jerry X. and Goodwin, Ian D. and Austermann, Jacqueline and Latychev, Konstantin",article,rovere_influence_2023,,https://doi.org/10.1038/s43247-023-00967-3,,,,"Abstract
Understanding sea level during the peak of the Last Interglacial (125,000 yrs ago) is important for assessing future ice-sheet dynamics in response to climate change. The coasts and continental shelves of northeastern Australia (Queensland) preserve an extensive Last Interglacial record in the facies of coastal strandplains onland and fossil reefs offshore. However, there is a discrepancy, amounting to tens of meters, in the elevation of sea-level indicators between offshore and onshore sites. Here, we assess the influence of geophysical processes that may have changed the elevation of these sea-level indicators. We modeled sea-level change due to dynamic topography, glacial isostatic adjustment, and isostatic adjustment due to coral reef loading. We find that these processes caused relative sea-level changes on the order of, respectively, 10 m, 5 m, and 0.3 m. Of these geophysical processes, the dynamic topography predictions most closely match the tilting observed between onshore and offshore sea-level markers.",2662-4435,2024-02-17,September,en,,,,,,,,,,
https://link.springer.com/10.1007/s00367-023-00758-x,2023,43,https://link.springer.com/10.1007/s00367-023-00758-x,Multi-decadal shoreline changes in {Eastern} {Ghana}---natural dynamics versus human interventions,17,4,Geo-Marine Letters,,,10.1007/s00367-023-00758-x,,,,"Mann, T. and Serwa, A. and {\textbf{Rovere}}, A. and Casella, E. and Appeaning-Addo, K. and Jayson-Quashigah, P.-N. and Mensah-Senoo, T. and {\underline{Trstenjak}}, K. and Lassalle, B. and Flitner, M. and Westphal, H.",article,mann_multi-decadal_2023,,https://doi.org/10.1007/s00367-023-00758-x,,,,"Abstract
Human infrastructures, such as dams, seawalls, and ports, can affect both the sedimentary budget and nearshore hydrodynamics, enhancing and accelerating the loss or gain of coastal sediments. Understanding the processes and factors controlling beach morphodynamics is essential for implementing adequate adaptation strategies in coastal areas, particularly in those regions where coastal protection measures are scarce. This study analyzes shoreline changes in the Keta Municipal District, located in southeastern Ghana (West Africa). This area is characterized by the sedimentary input of the Volta River, forming a river delta situated to the west, i.e., updrift, of our study site. Following the construction of two dams (Akosombo and Kpong) on the Volta River in 1965 and 1982, groins and revetments have been built along the coast between 2005 and 2015 to reduce the high rates of coastal erosion in this area. Here, we explore the influence of these dams and the hard protection constructions on beach morphodynamics using historical maps and satellite images complemented by a shoreline survey undertaken with a differential GNSS in 2015. The multi-decadal evolution between 1913 and 2015 reconstructed for 90 km of shoreline suggests that local erosion rates in the region predate the construction of the two dams on the Volta River, indicating that these structures might not be the primary driver of coastal erosion in this area, as previously suggested. We emphasize that delta dynamics under conditions of high-energy longshore drift, modified by anthropogenic drivers such as sand mining, play a key role in the long-term evolution of this coast. Our results also show that the infrastructures built to halt coastal erosion result in localized erosion and accretion down-current along the coastline towards the border with Togo, highlighting the need for a transnational perspective in addressing the problems caused by coastal erosion.","0276-0460, 1432-1157",2024-02-17,December,en,,,,,,,,,,
https://doi.org/10.1130/G51038.1,2023,,https://doi.org/10.1130/G51038.1,{Fossil Java Sea corals record Laurentide ice sheet disappearance},,,Geology,,,10.1130/G51038.1,,,,"Mann, Thomas and Sch{\""o}ne, Tilo and Kench, Paul and Lambeck, Kurt and Ashe, Erica and Kneer, Dominik and Beetham, Eddie and Illigner, Julia and {\textbf{Rovere}}, A. and Marfai, Muh Aris and Westphal, Hildegard",article,Mann_2023,,,,,https://pubs.geoscienceworld.org/gsa/geology/article-pdf/doi/10.1130/G51038.1/5841245/g51038.pdf,,0091-7613,,05,,,,,,,,,,,
https://www.sciencedirect.com/science/article/pii/S0277379123002457,2023,313,https://www.sciencedirect.com/science/article/pii/S0277379123002457,"New datings and elevations of a fossil reef in Lembetabe, southwest Madagascar: eustatic and tectonic implications",108197,,Quaternary Science Reviews,,,10.1016/j.quascirev.2023.108197,2023-07-20 11:02:55 +0200,2023-07-20 11:02:55 +0200,,"J. Weil-Accardo and P. {\underline{Boyden}} and {\textbf{Rovere}}, A. and N. Godeau and N. Jaosedy and A. Guihou and M. Humblet and M.N. Rajaonarivelo and J. Austermann and P. Deschamps",article,WEILACCARDO2023108197,,https://doi.org/10.1016/j.quascirev.2023.108197,,"Last interglacial, Sea-level changes, West Indian ocean, Geochronology, Glacial isostatic adjustment modeling",,"The study of geological sea-level proxies formed during previous interglacials is a common approach to assess how global sea level will evolve under warmer climate conditions. Over the last decades, technical advancements in both survey and geochronology have allowed improving our knowledge of past sea-level highstands. This is of prime importance to refine our understanding of processes contributing to sea-level changes, and ultimately to improve both local and global sea-level projections. Last Interglacial sea-level proxies in the Western Indian Ocean (and more specifically the island nation of Madagascar), have been less investigated than in other intertropical oceans over the last decades. As a result, paleo sea-level data in this region are less abundant and less precise than elsewhere. Here, we report the results of two field campaigns aimed at studying the site of Lembetabe, southwest Madagascar, where a fossil reef was first described by the researcher Ren{\'e} Battistini more than 50 years ago. We estimate paleo relative sea level history in space and time from 15 new U-series ages from a fossil reef platform mapped with differential GNSS and drone photogrammetry. Our data suggest that, between 129 ka and 115 ka, paleo relative sea level at this location was about 3.4 $\pm$ 1.4 m above modern. Once corrected for glacial isostatic adjustment, we find that paleo global mean sea level did not exceed 3 m above modern. Only slight crustal subsidence would reconcile the peak Last Interglacial sea level measured at Lembetabe with the 5--10 m range reported in the literature.",0277-3791,,,,,,,,,,,,,
https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2022GC010648,2023,24,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2022GC010648,A Revised Estimate of Early Pliocene Global Mean Sea Level Using Geodynamic Models of the Patagonian Slab Window,e2022GC010648,2,"Geochemistry, Geophysics, Geosystems",,,10.1029/2022GC010648,,,,"Hollyday, Andrew and Austermann, Jacqueline and Lloyd, Andrew and Hoggard, Mark and Richards, Fred and {\textbf{Rovere}}, A.",article,https://doi.org/10.1029/2022GC010648,,https://doi.org/10.1029/2022GC010648,e2022GC010648 2022GC010648,"geodynamics, sea-level change, Pliocene, glacial isostatic adjustment, mantle convection, Patagonia",https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2022GC010648,"Abstract Paleoshorelines serve as measures of ancient sea level and ice volume but are affected by solid Earth deformation including processes such as glacial isostatic adjustment (GIA) and mantle dynamic topography (DT). The early Pliocene Epoch is an important target for sea-level reconstructions as it contains information about the stability of ice sheets during a climate warmer than today. Along the southeastern passive margin of Argentina, three paleoshorelines date to early Pliocene times (4.8--5.5 Ma), and their variable present-day elevations (36--180 m) reflect a unique topographic deformation signature. We use a mantle convection model to back-advect present-day buoyancy variations, including those that correspond to the Patagonian slab window. Varying the viscosity and initial tomography-derived mantle buoyancy structures allows us to compute a suite of predictions of DT change that, when compared to GIA-corrected shoreline elevations, makes it possible to identify both the most likely convection parameters and the most likely DT change. Our simulations illuminate an interplay of upwelling asthenosphere through the Patagonian slab window and coincident downwelling of the subducted Nazca slab in the mantle transition zone. This flow leads to differential upwarping of the southern Patagonian foreland since early Pliocene times, in line with the observations. Using our most likely DT change leads to an estimate of global mean sea level of 17.5 $\pm$ 6.4 m (1σ) in the early Pliocene Epoch. This confirms that sea level was significantly higher than present and can be used to calibrate ice sheet models.",,,,,,,,,,,,,,
,2023,,https://cp.copernicus.org/articles/19/141/2023/,Modeled storm surge changes in a warmer world: the Last Interglacial,141--157,1,Climate of the Past,,,10.5194/cp-19-141-2023,,,,"Scussolini, P. and Dullaart, J. and Muis, S. and Rovere, A. and Bakker, P. and Coumou, D. and Renssen, H. and Ward, P. J. and Aerts, J. C. J. H.",article,cp-19-141-2023,,,,,,,,,,,,19,,,,,,,,
https://essd.copernicus.org/articles/15/1/2023/,2023,15,https://essd.copernicus.org/articles/15/1/2023/,The World Atlas of Last Interglacial Shorelines (version 1.0),1--23,1,Earth System Science Data,,,10.5194/essd-15-1-2023,,,,"{\textbf{Rovere}}, A. and {\underline{Ryan}}, D. D. and Vacchi, M. and Dutton, A. and Simms, A. R. and Murray-Wallace, C. V.",article,essd-15-1-2023,,https://doi.org/10.5194/essd-15-1-2023,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/B978-0-323-99931-1.00050-7,2023,,,Geomorphological indicators,,,,978-0-12-409548-9,,10.1016/B978-0-323-99931-1.00050-7,2023-12-24 18:00:28 +0100,,,"{\textbf{Rovere}}, A. and Pappalardo, M. and O'Leary, M.J.",book,ROVERE2023_geoindicators,Elsevier,,,,,"Several physical, chemical, and biological processes shape coastal environments close to sea level. Acting through time, these processes create a variety of coastal landforms. When found outside their environment of formation, these landforms can be used by geoscientists as geomorphological indicators of former relative sea levels. In this chapter, we outline the main processes acting on coastal areas, and link them to distinct types of sea-level indicators, defining general elevation/depth formation ranges for each, which are essential to calculate the paleo relative sea-level position starting from the measured elevation or depth of the landform.",,,,,Reference Module in Earth Systems and Environmental Sciences,,,,,,,,,
https://www.sciencedirect.com/science/article/pii/S0277379124000167,2024,327,https://www.sciencedirect.com/science/article/pii/S0277379124000167,"A geoarchaeological review of Balzi Rossi, Italy: A crossroad of Palaeolithic populations in the northwest Mediterranean",108515,,Quaternary Science Reviews,,,10.1016/j.quascirev.2024.108515,,,,D.D. Ryan and E. Starnini and M. Serradimigni and E. Rossoni-Notter and O. Notter and A. Zerboni and F. Negrino and S. Grimaldi and M. Vacchi and L. Ragaini and A. {\textbf{Rovere}} and A. Perego and G. Muttoni and F. Santaniello and A. Moussous and M. Pappalardo,article,RYAN2024108515,,https://doi.org/10.1016/j.quascirev.2024.108515,,,,,0277-3791,,,,,,,,,,,,,
https://doi.org/10.12688/openreseurope.16183.2,2024,3,,WALIS dashboard: An online tool to explore a global paleo sea-level database [version 2; peer review: 2 approved with reservations],,114,Open Research Europe,,,10.12688/openreseurope.16183.2,,,,"{\underline{Garz{\'o}n}}, S and {\textbf{Rovere}}, A",article,10.12688/openreseurope.16183.2,,,,,,,,,,,,,,,,,,,,
https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2023GL106829,2024,51,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2023GL106829,Decoding the Interplay Between Tidal Notch Geometry and Sea-Level Variability During the Last Interglacial (Marine Isotope Stage 5e) High Stand,e2023GL106829,6,Geophysical Research Letters,,,10.1029/2023GL106829,,,,"{\underline{Georgiou}}, N. and Stocchi, P. and Casella, E. and {\textbf{Rovere}}, A",article,https://doi.org/10.1029/2023GL106829,,https://doi.org/10.1029/2023GL106829,e2023GL106829 2023GL106829,"tidal notch, cliff erosion numerical model, Last Interglacial MIS 5e, sea level change, geomorphology, Monte Carlo",https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2023GL106829,"Abstract Relic coastal landforms (fossil corals, cemented intertidal deposits, or erosive features carved onto rock coasts) serve as sea-level index points (SLIPs), that are widely used to reconstruct past sea-level changes. Traditional SLIP-based sea-level reconstructions face challenges in capturing continuous sea-level variability and dating erosional SLIPs, such as tidal notches. Here, we propose a novel approach to such challenges. We use a numerical model of cliff erosion embedded within a Monte Carlo simulation to investigate the most likely sea-level scenarios responsible for shaping one of the best-preserved tidal notches of Last Interglacial age in Sardinia, Italy. Results align with Glacial Isostatic Adjustment model predictions, indicating that synchronized or out-of-sync ice-volume shifts in Antarctic and Greenland ice sheets can reproduce the notch morphology, with sea level confidently peaking at 6 m and only under a higher than present erosion regime. This new approach yields insight into sea-level trends during the Last Interglacial.",,,,,,,,,,,,,,
